LRSN,PIN,curr_own_len,avg_own_len,PropClas,resOwner,ownerDistance
76223,C0070553183,1528.0,1528.0,212,0,4
20318,E0000635006,5082.0,2612.0,120,1,0
74710,W0001283044,1318.0,1947.0,211,0,3
1880,C0011224032,4578.0,2402.0,110,1,0
10053,C0070166130,4133.0,1841.0,120,1,0
7165,C0050852008,991.0,5800.0,110,0,1
10982,C0070409026,5119.0,2455.0,110,1,0
54820,W0000730033,3483.0,2004.0,120,0,3
33576,N0001136003,7886.0,5587.0,120,1,0
15482,C0090606038,1548.0,726.0,110,1,0
31434,N0000889018,879.0,1136.0,120,1,0
63013,W0001704191,8194.0,2983.0,212,0,1
25188,E0110206013,654.0,6981.0,115,1,0
19462,E0000558008,3769.0,2065.0,120,0,1
60235,W0001366002,7371.0,2775.0,315,0,2
54739,W0000712061,900.0,1309.0,120,0,2
76410,W0000147039,256.0,1977.0,211,0,2
23056,E0001271029,563.0,1981.0,110,1,0
65970,W0190341033,6527.0,7719.0,120,1,0
72500,C0080772042,6633.0,2383.0,120,1,0
72836,C0081265018,1950.0,2945.0,120,1,0
47060,S0060218010,1967.0,4572.0,110,1,0
18336,E0000432007,4454.0,7855.0,120,0,3
66635,W0200116003,819.0,1717.0,115,1,0
47687,S0060374003,12097.0,12097.0,120,1,0
23304,E0001411031,1877.0,4784.0,110,0,4
29134,N0000558011,1232.0,565.0,120,1,0
7628,C0050963024,9660.0,4844.0,110,1,0
28863,N0000506013,799.0,1512.0,120,1,0
39309,N0170471056,3122.0,11928.0,110,1,0
5005,C0040738008,8292.0,2827.0,110,1,0
66792,W0200135008,980.0,3916.0,120,1,0
7074,C0050825006,2153.0,1830.0,110,0,3
13729,C0080935010,3656.0,7528.0,115,0,1
13945,C0080995008,3364.0,1808.0,110,1,0
45423,S0002489003,249.0,1445.0,110,1,0
27242,N0000182004,591.0,2756.0,120,0,3
57130,W0000996012,10152.0,4716.0,160,1,0
81622,W0000613044,968.0,968.0,211,1,0
62292,W0001598002,1030.0,7085.0,120,0,2
49167,S0071529001,3978.0,3787.0,110,0,3
4165,C0040501018,283.0,685.0,150,1,0
33905,N0001156001,18155.0,18155.0,120,0,2
12354,C0080580030,6141.0,14705.0,115,1,0
45890,S0002794011,3301.0,1939.0,115,1,0
77124,E0000069077,4284.0,2585.0,212,1,0
67132,W0200190010,23852.0,23852.0,120,1,0
42621,S0000587011,1222.0,2187.0,120,1,0
37417,N0002043018,883.0,1944.0,120,1,0
7195,C0050854020,14259.0,5554.0,110,1,0
60867,W0001440047,24126.0,24126.0,110,1,0
68010,W0210199019,7414.0,3668.0,115,1,0
3322,C0040291014,409.0,2413.0,110,1,0
17532,E0000296015,2236.0,5164.0,120,1,0
5564,C0050292018,14001.0,5828.0,110,1,0
12394,C0080590002,619.0,8156.0,115,0,2
37399,N0002041034,11757.0,7653.0,120,1,0
2546,C0030023014,4858.0,3921.0,110,1,0
5797,C0050341106,7321.0,3575.0,211,1,0
49062,S0071384006,4088.0,1410.0,110,0,4
47264,S0060265001,4743.0,2487.0,115,1,0
57438,W0001030008,189.0,2502.0,120,1,0
13865,C0080970038,6114.0,5721.0,110,0,2
82490,S0071012019,282.0,208.0,110,0,3
51101,S0090459032,,,110,0,3
32428,N0000998006,18246.0,18246.0,120,1,0
20340,E0000635030,806.0,1627.0,120,1,0
55269,W0000808032,868.0,1844.0,120,0,3
63916,W0001956007,547.0,1795.0,211,1,0
50412,S0080851013,7405.0,5995.0,115,1,0
63612,W0001872020,2171.0,1762.0,120,1,0
18256,E0000426009,1263.0,1930.0,120,1,0
56422,W0000902022,1394.0,4702.0,181,0,4
17445,E0000292011,2031.0,2086.0,120,1,0
49253,S0071581019,767.0,1552.0,110,0,4
66327,W0200079027,584.0,431.0,115,1,0
63870,W0001951016,1173.0,2866.0,150,1,0
12701,C0080667048,5419.0,1806.0,110,0,3
59383,W0001279014,5126.0,2506.0,120,1,0
8547,C0060420028,3206.0,1870.0,110,0,2
31281,N0000870020,23488.0,23488.0,120,1,0
44402,S0001590008,1674.0,1156.0,120,0,2
36387,N0001633017,1900.0,1596.0,115,1,0
4519,C0040552002,826.0,589.0,115,1,0
34545,N0001258040,5709.0,2556.0,120,1,0
6723,C0050693026,7533.0,7833.0,110,1,0
34393,N0001233019,1033.0,6346.0,130,1,0
51988,W0000141010,7015.0,3530.0,120,1,0
33833,N0001153008,10290.0,5877.0,120,1,0
37384,N0002041019,1509.0,2985.0,120,1,0
18872,E0000481023,3397.0,2139.0,120,1,0
41339,S0000249020,269.0,2305.0,120,0,1
42320,S0000493012,1667.0,3738.0,120,0,3
66840,W0200137017,6833.0,6833.0,110,1,0
33490,N0001115019,5715.0,4815.0,115,0,2
65406,W0190251012,5455.0,4793.0,115,1,0
34754,N0001270015,721.0,1748.0,120,1,0
55136,W0000790021,714.0,2042.0,110,0,2
59674,W0001322004,6121.0,3829.0,130,1,0
80249,C0070175015,2117.0,2117.0,110,1,0
58338,W0001120002,7051.0,10136.0,161,0,2
25990,E0120401004,11883.0,4610.0,110,0,2
54087,W0000609014,729.0,1721.0,120,0,3
43959,S0001342002,8989.0,9693.0,161,0,2
5523,C0050254031,343.0,2262.0,115,1,0
2166,C0020044020,13023.0,7679.0,110,1,0
67844,W0210163015,3213.0,1577.0,115,1,0
37082,N0001901002,360.0,908.0,160,0,2
55656,W0000840027,1835.0,2300.0,110,0,3
38335,N0051182026,3301.0,8538.0,120,1,0
37921,N0002347004,424.0,904.0,130,1,0
76194,C0070553154,1528.0,1528.0,212,0,4
49208,S0071578012,5771.0,10894.0,110,1,0
28372,N0000405001,1617.0,1494.0,160,0,2
66656,W0200117006,352.0,1287.0,115,1,0
31645,N0000919023,392.0,4917.0,120,0,3
77369,W0001249026,1834.0,1429.0,211,0,3
68411,W0210297031,795.0,2794.0,130,1,0
30401,N0000709047,8298.0,3795.0,110,1,0
43543,S0001016014,1396.0,715.0,110,1,0
25104,E0110184015,1886.0,1594.0,110,0,2
22685,E0001083005,22030.0,22030.0,110,1,0
14713,C0090278046,6499.0,4636.0,110,0,2
11062,C0070444020,1186.0,3228.0,110,0,1
13159,C0080775032,5219.0,8713.0,110,1,0
45334,S0002468038,6246.0,3090.0,110,1,0
29403,N0000588027,7735.0,3431.0,120,1,0
34907,N0001318018,2003.0,2373.0,120,1,0
76546,C0080596053,,,110,0,3
11197,C0080135042,7806.0,2697.0,110,0,2
56314,W0000894033,3297.0,4832.0,120,0,2
54573,W0000666010,8478.0,10608.0,130,1,0
24725,E0100166018,13764.0,4664.0,110,1,0
45902,S0002905021,2362.0,4484.0,120,1,0
4957,C0040695008,1773.0,4971.0,150,1,0
28672,N0000466038,4222.0,5880.0,335,0,4
43150,S0000796016,450.0,1797.0,110,0,3
55375,W0000816007,1919.0,1859.0,120,1,0
14371,C0090094016,4403.0,2228.0,115,0,2
44931,S0002150002,6050.0,2156.0,115,0,1
50930,S0090381020,1729.0,5133.0,110,0,3
44262,S0001483001,2094.0,3418.0,120,1,0
35168,N0001356024,3606.0,1894.0,161,0,2
25197,E0110206022,6287.0,4620.0,115,1,0
6965,C0050792008,5457.0,2351.0,120,1,0
63632,W0001874005,9579.0,6590.0,120,1,0
19193,E0000524042,4159.0,4375.0,110,1,0
50190,S0080781027,1285.0,3731.0,115,0,3
38389,N0051186016,197.0,1122.0,110,0,3
52620,W0000298043,2857.0,3972.0,212,1,0
18400,E0000434011,200.0,714.0,120,1,0
28354,N0000403007,1222.0,1052.0,120,1,0
14674,C0090253022,2130.0,1366.0,110,0,3
48025,S0070916003,5744.0,2856.0,110,0,3
65847,W0190304009,8782.0,4733.0,120,1,0
53815,W0000530044,932.0,3617.0,120,1,0
43943,S0001242019,785.0,1200.0,120,1,0
54854,W0000732031,1339.0,4630.0,171,0,2
51113,S0090460009,6902.0,4889.0,110,1,0
36326,N0001621003,8288.0,3341.0,120,1,0
162,C0010299006,2298.0,3223.0,115,1,0
2331,C0020143014,1982.0,1323.0,110,1,0
37625,N0002179019,10682.0,5271.0,120,1,0
50649,S0090104031,361.0,1627.0,110,0,3
48434,S0071134040,12868.0,4444.0,120,0,3
58341,W0001120005,13072.0,5866.0,171,0,1
13966,C0080997022,6161.0,4544.0,110,1,0
8595,C0060429010,5126.0,2599.0,115,0,3
34465,N0001245006,2488.0,2148.0,115,1,0
76957,W0001412057,1143.0,1708.0,211,1,0
32431,N0000998009,2361.0,6412.0,120,0,3
9139,C0060571026,204.0,2245.0,120,1,0
38323,N0051182014,8362.0,5692.0,120,1,0
33536,N0001132007,668.0,5220.0,120,1,0
67308,W0200215005,1505.0,4550.0,120,1,0
56846,W0000950023,4197.0,8870.0,120,1,0
34858,N0001311015,770.0,2054.0,150,1,0
54844,W0000732021,4594.0,3929.0,161,1,0
22703,E0001084009,2450.0,2689.0,110,0,1
38272,N0051080026,4007.0,2117.0,120,0,3
46118,S0002923094,11447.0,7418.0,212,0,2
20150,E0000624020,1682.0,1877.0,115,0,2
56998,W0000988005,1095.0,2223.0,120,1,0
4053,C0040483012,23325.0,23325.0,110,1,0
17826,E0000338007,676.0,2674.0,161,0,2
3334,C0040291036,18049.0,18049.0,110,1,0
36589,N0001739013,2787.0,3390.0,115,1,0
19379,E0000536005,17668.0,17668.0,120,1,0
58846,W0001199009,1191.0,3160.0,120,0,4
63531,W0001797022,7246.0,3743.0,120,0,3
47358,S0060273005,589.0,1829.0,120,1,0
34462,N0001245003,19875.0,19875.0,120,0,2
50022,S0080745044,15985.0,15985.0,110,1,0
38783,N0160205045,3483.0,6620.0,120,1,0
15613,C0090631016,17438.0,17438.0,110,1,0
35662,N0001467014,1509.0,6375.0,115,0,2
53192,W0000450018,3661.0,2882.0,181,0,2
15042,C0090472024,16851.0,16851.0,150,1,0
80410,C0010491098,1851.0,1521.0,120,1,0
61693,W0001513034,8710.0,9205.0,120,1,0
22895,E0001118012,2824.0,1736.0,130,1,0
22665,E0001082002,5625.0,3643.0,115,0,2
8483,C0060400028,13869.0,11540.0,110,1,0
25249,E0110227019,6961.0,3384.0,110,1,0
49102,S0071434004,613.0,1211.0,110,0,2
31403,N0000887017,1877.0,1097.0,120,1,0
60616,W0001410002,8213.0,8213.0,120,1,0
58118,W0001084014,2739.0,3591.0,161,0,4
6111,C0050483004,2810.0,1382.0,110,1,0
13356,C0080833008,812.0,7316.0,110,1,0
38526,N0160110005,20960.0,20960.0,115,1,0
44556,S0001730015,11971.0,8789.0,120,1,0
40760,S0000153007,1219.0,3632.0,110,1,0
44041,S0001350004,9051.0,6538.0,110,1,0
67908,W0210175033,525.0,5117.0,110,1,0
56988,W0000987017,3153.0,2782.0,120,0,3
47314,S0060268036,9982.0,3712.0,115,1,0
54666,W0000702012,3658.0,4177.0,110,1,0
36443,N0001658010,448.0,1956.0,115,1,0
59938,W0001348041,4460.0,11617.0,115,1,0
2657,C0030061060,1151.0,2522.0,110,1,0
27070,N0000120044,5229.0,6442.0,120,0,4
81718,C0081265140,746.0,406.0,120,1,0
33049,N0001049016,1670.0,941.0,110,0,2
57867,W0001070081,9527.0,4782.0,211,1,0
23534,E0001663007,1603.0,1739.0,110,1,0
63367,W0001789002,676.0,1013.0,115,1,0
15889,C0090712020,5020.0,5322.0,110,0,2
45420,S0002488024,1187.0,1361.0,115,1,0
12894,C0080714017,4550.0,3640.0,150,1,0
6192,C0050532010,619.0,3239.0,110,1,0
77225,W0001626022,560.0,2034.0,211,1,0
8407,C0060360005,1465.0,866.0,110,0,3
16254,C0090971040,7868.0,4159.0,110,1,0
56033,W0000874015,15522.0,10508.0,110,1,0
43831,S0001230032,3412.0,7022.0,120,1,0
5884,C0050403014,4511.0,2689.0,110,0,2
66985,W0200161005,2051.0,1455.0,160,0,2
60588,W0001409008,8467.0,5128.0,120,1,0
45901,S0002905004,907.0,586.0,120,0,2
2341,C0020145006,5999.0,4530.0,110,1,0
66191,W0200066034,6303.0,2331.0,115,0,2
18211,E0000423010,1319.0,1890.0,120,0,2
75821,W0000726049,3668.0,1311.0,120,1,0
35463,N0001433011,9570.0,9570.0,120,1,0
11393,C0080257032,13115.0,5037.0,150,1,0
3571,C0040332014,442.0,2355.0,150,1,0
30267,N0000699002,7177.0,3538.0,120,1,0
50965,S0090416004,3875.0,7569.0,110,1,0
28176,N0000386011,7563.0,2735.0,120,1,0
21535,E0000809015,7590.0,3815.0,161,1,0
56594,W0000935021,249.0,2248.0,120,0,3
63449,W0001793005,15059.0,5520.0,120,1,0
53948,W0000604030,1136.0,3865.0,120,0,3
25092,E0110183016,5127.0,5856.0,315,0,2
36032,N0001561019,6408.0,4676.0,115,1,0
68056,W0210205045,12754.0,5332.0,110,1,0
53193,W0000450019,3661.0,2882.0,161,0,2
21653,E0000859004,8943.0,5590.0,110,0,2
60050,W0001359007,12677.0,9551.0,171,0,3
21755,E0000875009,2646.0,1916.0,120,0,3
48490,S0071177018,260.0,2311.0,110,1,0
59294,W0001244009,205.0,659.0,120,1,0
68558,W0210330014,549.0,3042.0,115,1,0
63368,W0001789005,1779.0,873.0,120,1,0
77409,N0000467039,227.0,1634.0,210,1,0
48597,S0071182012,364.0,8338.0,110,1,0
13250,C0080815026,12442.0,6455.0,150,1,0
18090,E0000384005,1992.0,985.0,120,0,3
3427,C0040302036,3409.0,8828.0,110,1,0
51833,W0000120030,12539.0,10274.0,120,1,0
27523,N0000242010,6583.0,2604.0,120,0,3
49651,S0080521017,339.0,4644.0,110,0,3
10393,C0070224010,1243.0,6945.0,110,1,0
64719,W0190125004,7256.0,4035.0,110,1,0
38164,N0002457014,3144.0,1730.0,120,1,0
23404,E0001542035,966.0,1527.0,161,0,2
45375,S0002485012,11127.0,3823.0,120,1,0
31001,N0000813013,539.0,481.0,120,1,0
6460,C0050618016,18991.0,18991.0,115,1,0
59634,W0001291059,5701.0,4614.0,210,0,4
24474,E0100076015,3627.0,1722.0,110,0,2
13900,C0080985012,4720.0,10101.0,110,1,0
25004,E0110147002,8189.0,3628.0,115,1,0
48140,S0070982032,7772.0,5684.0,110,1,0
81276,C0011230059,1737.0,931.0,110,1,0
77010,W0190278046,5069.0,5069.0,210,1,0
25800,E0120312005,4869.0,2311.0,110,0,2
9098,C0060565002,1198.0,474.0,110,0,4
29013,N0000539007,2041.0,1379.0,120,1,0
39836,N0180500014,7927.0,4425.0,120,1,0
31914,N0000966019,2349.0,2049.0,120,1,0
35629,N0001461017,2445.0,3093.0,110,1,0
56427,W0000902027,3861.0,2331.0,120,1,0
2499,C0020214018,744.0,635.0,110,1,0
27566,N0000257002,739.0,1984.0,115,1,0
28089,N0000371016,309.0,1655.0,120,1,0
65818,W0190303001,2299.0,1050.0,120,1,0
70100,C0080855012,5042.0,2519.0,120,1,0
76121,C0010491050,353.0,1438.0,115,1,0
15995,C0090844038,5462.0,3941.0,110,1,0
4729,C0040644020,1764.0,665.0,115,1,0
3358,C0040298030,1575.0,1652.0,150,1,0
13919,C0080986014,1788.0,1953.0,110,0,3
37522,N0002103022,2506.0,1960.0,130,1,0
38259,N0051080008,4918.0,1844.0,120,0,2
38507,N0160084010,1970.0,5765.0,115,1,0
73171,W0000649080,1936.0,1855.0,120,0,3
22068,E0000930047,515.0,199.0,115,1,0
35202,N0001364015,3662.0,1645.0,110,1,0
76344,C0070553240,1528.0,1528.0,212,0,4
25239,E0110227007,9431.0,9431.0,110,1,0
67516,W0210127022,1080.0,2007.0,115,1,0
3548,C0040325048,6342.0,4074.0,120,1,0
47566,S0060349005,1129.0,698.0,120,1,0
52504,W0000255026,5628.0,4135.0,120,0,3
29157,N0000560007,2725.0,4838.0,160,0,3
29104,N0000556002,2622.0,1033.0,120,1,0
46884,S0060165018,10444.0,10444.0,115,1,0
60909,W0001441016,6905.0,3363.0,115,1,0
17265,E0000254006,4798.0,2135.0,120,1,0
23994,E0002404011,7575.0,8974.0,110,1,0
44126,S0001362004,1618.0,3204.0,120,1,0
81801,N0180452006B,,,110,0,3
35797,N0001545019,2605.0,3624.0,115,1,0
46888,S0060167003,2345.0,3540.0,120,1,0
51136,S0090502002,6570.0,6590.0,110,1,0
65791,W0190296010,4488.0,2780.0,315,0,3
75597,W0000666074,445.0,995.0,211,1,0
1775,C0011179004,725.0,2287.0,110,1,0
4152,C0040501005,10115.0,6196.0,150,1,0
39604,N0180402011,7305.0,9571.0,110,1,0
45074,S0002292005,9640.0,3559.0,120,1,0
68011,W0210199020,1943.0,1760.0,115,1,0
35516,N0001453019,5607.0,7011.0,110,1,0
4207,C0040507006,1899.0,1100.0,150,1,0
31430,N0000889014,214.0,2037.0,110,1,0
112,C0010292017,15750.0,5349.0,110,1,0
1989,C0011260060,256.0,1038.0,150,1,0
61013,W0001451011,5134.0,2702.0,120,1,0
16377,C0091031020,2587.0,1116.0,110,0,1
61698,W0001513039,2648.0,3779.0,120,1,0
62515,W0001604098,8460.0,3805.0,211,1,0
39886,N0180504017,13568.0,9819.0,110,1,0
44280,S0001486005,5638.0,5278.0,120,1,0
30523,N0000740010,17615.0,17615.0,110,0,2
52535,W0000258017,16858.0,16858.0,330,0,2
34902,N0001318012,4833.0,3379.0,120,1,0
42271,S0000485028,3479.0,3603.0,110,1,0
64872,W0190167035,1586.0,3232.0,120,1,0
63833,W0001922007,1491.0,1468.0,120,1,0
15626,C0090635020,13241.0,7403.0,110,1,0
21116,E0000771023,730.0,4194.0,110,0,1
39424,N0170576006,1117.0,2989.0,115,1,0
19039,E0000516022,200.0,3533.0,120,1,0
10598,C0070290022,9930.0,3528.0,110,1,0
6512,C0050621064,8053.0,4046.0,110,0,3
54467,W0000660066,6143.0,3854.0,120,0,2
32986,N0001046002,673.0,6480.0,110,0,3
24726,E0100166019,6499.0,3337.0,110,0,2
38763,N0160205005,14171.0,9817.0,120,1,0
22861,E0001116002,479.0,1662.0,120,1,0
20651,E0000717017,380.0,3475.0,110,0,3
66129,W0200063036,8628.0,11033.0,110,1,0
17996,E0000379014,8918.0,4167.0,120,1,0
66649,W0200116018,8598.0,4565.0,120,1,0
25196,E0110206021,2625.0,969.0,110,1,0
8554,C0060420042,612.0,1938.0,110,0,4
33070,N0001052004,3094.0,9829.0,150,0,4
68961,W0220020007,3916.0,6807.0,120,1,0
82306,S0000423007,351.0,239.0,130,1,0
12559,C0080615006,1213.0,2433.0,110,0,1
64590,W0190093024,4018.0,3468.0,110,1,0
47290,S0060265027,1486.0,1703.0,115,1,0
58631,W0001160010,262.0,1491.0,120,1,0
69170,W0220095001,1719.0,2695.0,130,1,0
11690,C0080347032,694.0,1956.0,110,0,3
62669,W0001620016,4909.0,2784.0,315,0,3
42094,S0000454008,1537.0,9066.0,110,0,2
21978,E0000885022,9634.0,6158.0,120,1,0
37329,N0002037020,527.0,1764.0,115,1,0
17156,E0000226035,1613.0,2306.0,161,0,2
68041,W0210205029,400.0,785.0,110,1,0
5639,C0050302008,1974.0,710.0,115,1,0
27376,N0000208017,8589.0,2968.0,120,0,4
5945,C0050438006,968.0,1879.0,110,1,0
21625,E0000833015,2436.0,2436.0,110,1,0
62098,W0001586017,15341.0,5753.0,115,1,0
16285,C0090979022,465.0,2516.0,115,0,3
37842,N0002342009,16004.0,8256.0,110,1,0
38429,N0160032027,289.0,1392.0,115,1,0
11460,C0080301044,4802.0,2707.0,115,1,0
42468,S0000550008,8513.0,9599.0,110,0,2
12148,C0080470014,10649.0,4019.0,110,1,0
42367,S0000542013,10166.0,3719.0,110,1,0
37212,N0001958012,899.0,2089.0,120,0,4
65096,W0190213014,4322.0,1440.0,110,0,3
47386,S0060288055,499.0,2840.0,115,0,2
8534,C0060420002,1030.0,4577.0,110,1,0
67092,W0200188003,1603.0,3323.0,120,1,0
3470,C0040305028,1180.0,3068.0,150,1,0
29478,N0000596016,3133.0,2133.0,120,1,0
57996,W0001080016,2998.0,3323.0,120,1,0
63334,W0001785004,5880.0,3341.0,120,1,0
22333,E0000959004,921.0,1586.0,120,1,0
74818,W0001198023,2748.0,1624.0,211,0,2
3732,C0040391054,10815.0,6178.0,150,1,0
28564,N0000448010,7634.0,2884.0,120,1,0
49405,S0071634033,2930.0,3111.0,110,1,0
38729,N0160203003,669.0,3241.0,115,1,0
80922,N0000650025B,3454.0,3454.0,196,0,1
6156,C0050510020,898.0,1792.0,120,1,0
30199,N0000691025,8789.0,7996.0,115,1,0
28933,N0000518009,711.0,1906.0,120,1,0
2044,C0011266068,2690.0,5737.0,150,1,0
28819,N0000501005,12653.0,9138.0,120,1,0
4725,C0040644012,3012.0,4515.0,150,1,0
7130,C0050830028,1715.0,703.0,110,1,0
14608,C0090226018,262.0,3919.0,110,1,0
61750,W0001515013,4882.0,2315.0,120,1,0
1796,C0011182012,533.0,3586.0,110,1,0
8107,C0060254024,969.0,1286.0,115,0,4
57355,W0001008002,2522.0,1499.0,120,1,0
16338,C0091006012,9083.0,8957.0,110,1,0
49518,S0080380001,10455.0,4553.0,110,1,0
19228,E0000527038,1516.0,836.0,120,1,0
8704,C0060460005,1641.0,1095.0,110,0,2
32698,N0001035017,16163.0,16163.0,120,0,2
30018,N0000659010,6573.0,5166.0,120,1,0
55858,W0000857009,623.0,1295.0,120,1,0
60908,W0001441015,15488.0,8757.0,115,1,0
77623,W0190306078,1080.0,712.0,212,1,0
29334,N0000574038,3241.0,9100.0,110,0,1
11771,C0080377022,6293.0,3449.0,110,0,3
20694,E0000720004,357.0,1690.0,120,1,0
3342,C0040291054,1632.0,2838.0,110,1,0
62388,W0001602046,1527.0,1165.0,160,0,1
11102,C0070471028,7750.0,11225.0,110,1,0
10704,C0070340012,3143.0,2796.0,110,1,0
20806,E0000724052,1442.0,518.0,150,1,0
15932,C0090717002,5820.0,2016.0,110,1,0
65494,W0190260017,2957.0,1913.0,150,1,0
73516,N0000070039,903.0,2657.0,120,0,2
32918,N0001042017,773.0,1011.0,120,0,4
54554,W0000665014,1344.0,2751.0,171,0,2
50407,S0080851008,1542.0,1014.0,115,0,4
58414,W0001124022,206.0,110.0,171,0,1
15617,C0090631022,8599.0,3144.0,120,1,0
27948,N0000351020,15634.0,8113.0,120,1,0
34523,N0001251011,276.0,5657.0,120,0,1
29353,N0000577055,9982.0,3479.0,110,0,2
68220,W0210251005,5471.0,6618.0,120,1,0
12715,C0080669055,6555.0,4134.0,115,0,4
36056,N0001562011,1081.0,483.0,115,1,0
6794,C0050727036,4656.0,1708.0,110,1,0
76958,W0001412058,501.0,860.0,211,1,0
9831,C0070127004,24084.0,24084.0,110,0,3
8710,C0060460011,7291.0,8368.0,115,0,3
21536,E0000809016,318.0,625.0,120,1,0
73307,S0000027030,452.0,2061.0,212,1,0
49257,S0071582003,14270.0,5374.0,110,0,3
59833,W0001333020,10230.0,5189.0,115,1,0
37909,N0002346029,1551.0,6949.0,120,1,0
57876,W0001071017,6798.0,6886.0,120,1,0
9975,C0070161015,11853.0,5190.0,110,1,0
45422,S0002489001,9860.0,7843.0,110,1,0
66469,W0200110023,1983.0,1176.0,115,0,3
24620,E0100137017,16619.0,8690.0,110,0,4
50634,S0090104014,11715.0,7116.0,110,1,0
67535,W0210130004,4930.0,4331.0,110,0,2
8658,C0060455002,2283.0,1864.0,110,0,2
67703,W0210154010,1096.0,1398.0,110,1,0
80895,C0011230029,2111.0,1117.0,115,1,0
17759,E0000333024,1977.0,2138.0,120,1,0
42116,S0000456004,5854.0,2427.0,110,0,3
6117,C0050483010,11382.0,4364.0,110,1,0
57350,W0001006080,4263.0,2665.0,211,1,0
23460,E0001554002,4715.0,2292.0,120,0,2
60845,W0001435024,760.0,1587.0,110,1,0
69276,W0220127002,3098.0,2696.0,120,1,0
19775,E0000579010,5986.0,2964.0,120,1,0
37478,N0002101017,2992.0,4175.0,120,0,2
44695,S0001882010,455.0,3676.0,115,0,3
56494,W0000906022,1716.0,4346.0,120,0,3
30465,N0000717013,3593.0,1986.0,120,0,3
30900,N0000804013,2537.0,1426.0,161,0,2
64750,W0190127025,688.0,1967.0,115,1,0
75694,S0001485016,5615.0,5615.0,120,1,0
28673,N0000467001,1271.0,2180.0,120,1,0
25674,E0120283029,5342.0,2497.0,110,1,0
12379,C0080587020,20199.0,20199.0,110,1,0
8894,C0060505042,6135.0,3750.0,110,0,3
52904,W0000433016,11490.0,3951.0,120,0,2
24953,E0110126004,2558.0,2886.0,110,1,0
31505,N0000898003,6092.0,2457.0,115,1,0
30085,N0000684004,1845.0,719.0,110,1,0
82021,C0090590019,487.0,438.0,120,0,3
38396,N0051187006,3572.0,3272.0,110,1,0
11631,C0080339024,2720.0,5330.0,110,1,0
32135,N0000975021,246.0,4557.0,161,0,3
8886,C0060505026,465.0,1552.0,110,1,0
36164,N0001592006,6661.0,5104.0,120,0,2
43872,S0001236012,7028.0,2672.0,160,0,3
58083,W0001083018,819.0,8979.0,120,1,0
39404,N0170549022,5649.0,4821.0,110,1,0
41800,S0000361022,4428.0,2388.0,110,1,0
77818,N0000120079,410.0,870.0,211,1,0
60876,W0001440061,3940.0,8519.0,110,1,0
59073,W0001207065,10110.0,4134.0,212,0,3
1397,C0010969020,2888.0,4440.0,150,1,0
1751,C0011177006,1947.0,6371.0,120,1,0
32592,N0001026016,3790.0,5532.0,120,1,0
28128,N0000377011,5699.0,5293.0,110,1,0
67740,W0210156010,773.0,1739.0,115,1,0
55857,W0000857008,7466.0,4850.0,120,0,2
69987,W0220516004,9620.0,4487.0,110,1,0
5972,C0050446036,12054.0,4692.0,110,1,0
7371,C0050867075,12587.0,4232.0,110,1,0
4134,C0040499014,1544.0,2571.0,115,1,0
28076,N0000371001,13323.0,13323.0,161,0,2
2270,C0020114008,12951.0,9114.0,150,1,0
36274,N0001614001,8022.0,3221.0,110,1,0
69225,W0220107001,1614.0,2310.0,115,1,0
39620,N0180403017,2318.0,4077.0,110,1,0
56430,W0000902030,4186.0,2391.0,120,1,0
14698,C0090278016,8527.0,3237.0,110,0,2
56990,W0000987021,3130.0,2186.0,130,1,0
31309,N0000873030,1348.0,1933.0,120,1,0
75862,W0000911057,773.0,1226.0,210,1,0
67761,W0210158014,1835.0,2000.0,115,1,0
20590,E0000713005,10034.0,4184.0,120,1,0
13464,C0080848094,10117.0,3585.0,150,1,0
46652,S0060060007,2842.0,4098.0,110,1,0
50489,S0080884026,5538.0,2873.0,110,1,0
44312,S0001490013,3588.0,1919.0,120,1,0
43775,S0001226010,18385.0,18385.0,120,1,0
7940,C0060158030,2207.0,9904.0,115,0,3
12205,C0080507034,8275.0,5544.0,115,1,0
2147,C0020033004,205.0,1729.0,110,0,2
4028,C0040471008,3013.0,2377.0,110,1,0
21672,E0000860005,3350.0,3687.0,161,0,1
42910,S0000698007,9801.0,3936.0,120,1,0
65553,W0190265017,455.0,2576.0,115,1,0
61868,W0001517015,2286.0,1499.0,120,0,3
30665,N0000775012,3474.0,1371.0,120,1,0
2262,C0020103062,681.0,3024.0,110,1,0
80648,C0060957055,1904.0,1227.0,120,0,3
8291,C0060302030,1416.0,5178.0,110,0,1
76507,E0001763084,1506.0,1506.0,212,0,2
12135,C0080463040,3123.0,1338.0,110,0,3
20283,E0000632026,1718.0,777.0,120,1,0
19209,E0000527007,757.0,1790.0,130,1,0
74992,E0000001079,2216.0,2934.0,212,1,0
632,C0010554007,15843.0,9448.0,110,1,0
23483,E0001568002,10826.0,3902.0,120,1,0
46789,S0060137045,1561.0,2440.0,120,1,0
79343,S0000145010,3089.0,3089.0,120,1,0
43772,S0001226006,10277.0,10277.0,110,0,2
7108,C0050825040,10483.0,5377.0,150,1,0
63533,W0001797024,500.0,847.0,110,0,2
63053,W0001713003,711.0,805.0,120,1,0
81253,S0000007023,1033.0,1033.0,130,1,0
18754,E0000475038,284.0,4844.0,160,0,3
64123,W0001999021,1331.0,1377.0,115,1,0
7338,C0050864012,17528.0,17528.0,150,1,0
55510,W0000830011,1275.0,1919.0,110,1,0
