LRSN,PIN,curr_own_len,avg_own_len,PropClas,resOwner,ownerDistance
24263,E0002915025,8039.0,3486.0,110,0,3
33026,N0001048002,802.0,632.0,120,1,0
8450,C0060370021,5939.0,3498.0,160,0,2
43019,S0000762010,715.0,467.0,110,0,2
43592,S0001123008,2968.0,3240.0,110,1,0
56266,W0000892028,2621.0,2411.0,120,1,0
53012,W0000438004,3601.0,2868.0,120,0,3
31062,N0000844020,4418.0,1525.0,120,1,0
24314,E0003314005,1904.0,3325.0,110,1,0
12260,C0080532019,14357.0,14357.0,120,1,0
38189,N0002458013,10987.0,5825.0,120,1,0
65287,W0190238015,2670.0,3391.0,120,1,0
55573,W0000837046,2522.0,11051.0,110,0,1
2904,C0030149014,8124.0,4562.0,115,1,0
31535,N0000904016,4487.0,4487.0,110,0,2
62488,W0001604036,227.0,2176.0,120,1,0
6234,C0050544018,16027.0,5558.0,150,0,1
3841,C0040428010,6715.0,2843.0,110,1,0
53565,W0000516006,11130.0,3877.0,120,1,0
81419,E0001763332,931.0,931.0,212,0,3
55129,W0000790014,374.0,2208.0,110,0,3
2665,C0030061076,423.0,1973.0,120,0,2
3073,C0030257005,4011.0,2404.0,110,1,0
1623,C0011097004,7163.0,3370.0,110,1,0
23867,E0002295005,1999.0,8330.0,110,0,2
36635,N0001742001,7732.0,7226.0,115,1,0
20426,E0000667031,2164.0,5500.0,110,0,2
59119,W0001207111,7071.0,4499.0,212,0,3
19002,E0000515002,5412.0,2816.0,120,1,0
60773,W0001416013,8477.0,5401.0,120,1,0
46022,S0002921037,9936.0,7613.0,110,1,0
29350,N0000577052,2592.0,1284.0,110,0,2
9150,C0060571048,13772.0,6884.0,110,1,0
38832,N0170079012,1939.0,1865.0,110,1,0
56274,W0000893007,2404.0,1489.0,120,1,0
21989,E0000910019,15193.0,15193.0,110,1,0
65333,W0190246010,1277.0,2249.0,115,1,0
65676,W0190282002,1533.0,3561.0,120,1,0
69748,W0220272009,8416.0,5708.0,120,1,0
59517,W0001283025,826.0,4784.0,120,1,0
29881,N0000641003,2037.0,2903.0,161,1,0
42445,S0000548014,4039.0,2491.0,110,1,0
62968,W0001704146,4456.0,3237.0,212,0,2
9706,C0060927006,9809.0,4401.0,110,1,0
15802,C0090688010,3349.0,1764.0,110,0,1
1441,C0011004060,2124.0,6128.0,110,1,0
80496,C0080141090,1841.0,973.0,120,1,0
57781,W0001069012,779.0,2590.0,120,1,0
9301,C0060629026,6535.0,4272.0,110,1,0
29983,N0000657001,2299.0,2212.0,120,1,0
10073,C0070166187,10675.0,5545.0,110,1,0
35782,N0001545001,15564.0,15564.0,120,1,0
13714,C0080914026,4363.0,9348.0,110,1,0
55704,W0000841029,714.0,744.0,115,0,2
57157,W0000998007,2209.0,1266.0,120,1,0
62404,W0001603009,1626.0,1022.0,120,1,0
44747,S0002003012,2310.0,2436.0,115,0,2
7522,C0050921024,15725.0,8768.0,110,1,0
64144,W0002024001,1269.0,1445.0,115,1,0
80742,E0001763252,2690.0,2690.0,212,0,3
3066,C0030240025,844.0,2820.0,110,1,0
6966,C0050792010,956.0,4462.0,110,1,0
62063,W0001585020,16373.0,16373.0,115,1,0
3247,C0040246009,2608.0,1543.0,110,1,0
2507,C0020216007,10948.0,4434.0,120,1,0
46440,S0042914006,7006.0,3832.0,115,1,0
6755,C0050724008,7322.0,5383.0,110,1,0
64438,W0190052041,4818.0,2567.0,120,0,3
50910,S0090345020,5518.0,1958.0,110,0,1
25167,E0110205014,967.0,4347.0,110,0,2
2914,C0030152001,7381.0,10112.0,120,1,0
55293,W0000812002,1171.0,1643.0,120,1,0
66162,W0200065014,8724.0,6849.0,110,1,0
4882,C0040662008,801.0,4427.0,150,0,4
31670,N0000920021,1152.0,3216.0,120,1,0
5393,C0050225044,7961.0,10879.0,110,1,0
52618,W0000298041,5558.0,2742.0,212,0,4
67302,W0200195043,2916.0,2217.0,120,1,0
38035,N0002350005,2111.0,2148.0,160,0,2
8074,C0060231003,2646.0,5054.0,115,1,0
25117,E0110187003,9487.0,3428.0,110,1,0
75225,C0050603117,562.0,1812.0,120,1,0
38252,N0051079016,1596.0,1717.0,160,1,0
44285,S0001486012,14933.0,8316.0,161,1,0
56441,W0000904002,879.0,3251.0,120,1,0
55367,W0000814039,8337.0,3424.0,120,1,0
767,C0010661012,5847.0,5761.0,150,0,3
13628,C0080857018,1453.0,22058.0,115,0,3
42209,S0000473004,1668.0,3853.0,120,0,2
67779,W0210158034,13637.0,5413.0,115,1,0
169,C0010299019,1536.0,2684.0,150,0,4
20519,E0000709007,819.0,633.0,110,0,3
48882,S0071329033,3900.0,9413.0,110,1,0
39083,N0170184038,7487.0,5190.0,110,1,0
74948,E0000001035,1395.0,1512.0,212,1,0
46269,S0042766012,13183.0,5393.0,115,1,0
25501,E0120259002,6926.0,10518.0,310,0,2
61198,W0001464024,8380.0,3132.0,180,0,2
18407,E0000434018,14058.0,14058.0,120,1,0
23427,E0001544017,826.0,1932.0,120,0,2
51961,W0000140026,617.0,2236.0,120,0,2
14915,C0090398098,2605.0,5652.0,110,1,0
73169,W0000649078,4881.0,2747.0,120,0,3
19038,E0000516021,701.0,532.0,120,0,3
63300,W0001782010,6563.0,4889.0,115,1,0
69129,W0220087010,2191.0,2110.0,130,1,0
24718,E0100166011,2968.0,1513.0,110,0,3
17753,E0000333018,2382.0,4203.0,120,0,3
46057,S0002923033,7744.0,4945.0,212,1,0
60155,W0001364004,424.0,1364.0,155,1,0
22713,E0001085017,5356.0,7912.0,110,1,0
17381,E0000262002,7107.0,4571.0,341,0,4
77708,C0090789063,297.0,1061.0,120,1,0
65341,W0190246018,4169.0,5296.0,115,1,0
30985,N0000810016,2802.0,1182.0,120,1,0
31812,N0000941077,5310.0,1886.0,120,1,0
3834,C0040427018,2289.0,1597.0,110,1,0
66623,W0200115033,802.0,1201.0,120,1,0
37719,N0002182023,5034.0,2687.0,120,1,0
30112,N0000685010,20877.0,20877.0,120,1,0
62857,W0001704035,8383.0,4849.0,212,0,2
62321,W0001599018,340.0,2105.0,120,1,0
20537,E0000709030,231.0,589.0,110,1,0
64840,W0190167003,1817.0,1387.0,115,1,0
60917,W0001441025,6281.0,8850.0,115,1,0
1586,C0011092020,2489.0,5152.0,110,1,0
15882,C0090712013,6853.0,2463.0,110,1,0
66113,W0200062018,21386.0,21386.0,110,0,2
34659,N0001265015,3713.0,1323.0,110,1,0
12580,C0080615046,735.0,2564.0,155,0,2
3527,C0040325006,7521.0,5641.0,150,1,0
67106,W0200189005,1141.0,3048.0,120,1,0
19148,E0000521029,862.0,459.0,120,1,0
81435,W0001157062,927.0,653.0,130,1,0
23339,E0001413012,3804.0,1349.0,110,1,0
30004,N0000658008,826.0,625.0,161,0,3
13530,C0080851018,7555.0,3275.0,115,1,0
65155,W0190227038,807.0,876.0,120,1,0
581,C0010550018,2970.0,6067.0,110,1,0
5730,C0050330008,6029.0,8043.0,110,1,0
62960,W0001704138,1095.0,2874.0,212,1,0
43359,S0000911061,22242.0,22242.0,120,0,4
38494,N0160083021,12859.0,4996.0,115,1,0
78872,W0000728058,2690.0,2184.0,211,1,0
10819,C0070372010,12421.0,5122.0,110,1,0
81528,E0000423022,1404.0,1404.0,330,0,2
30847,N0000790033,7749.0,5605.0,110,0,2
51099,S0090459030,206.0,2487.0,110,0,3
53718,W0000527010,7760.0,5493.0,310,0,3
35659,N0001467010,6742.0,2335.0,115,1,0
63705,W0001880029,956.0,4619.0,110,1,0
64565,W0190082031,347.0,527.0,115,0,3
32543,N0001012008,4769.0,10956.0,110,1,0
12151,C0080470020,9907.0,4785.0,110,0,3
1788,C0011179028,532.0,1256.0,110,1,0
9151,C0060571050,10424.0,4569.0,110,1,0
31516,N0000898019,5244.0,3783.0,120,1,0
5974,C0050446040,15795.0,7377.0,110,1,0
43623,S0001130018,987.0,2076.0,115,0,1
30854,N0000790043,1529.0,8820.0,110,0,1
20161,E0000625008,290.0,938.0,120,0,2
13793,C0080940039,9487.0,4862.0,120,1,0
69217,W0220105007,7736.0,5547.0,120,1,0
27947,N0000351019,8523.0,5250.0,120,0,2
30976,N0000810006,4349.0,1501.0,120,1,0
4556,C0040573008,413.0,1860.0,110,1,0
67313,W0200215010,15842.0,15842.0,120,1,0
34976,N0001330003,5142.0,3525.0,120,1,0
35876,N0001552009,1107.0,971.0,110,1,0
8907,C0060508022,7722.0,8009.0,115,1,0
68079,W0210212005,6927.0,3204.0,115,1,0
56177,W0000890005,997.0,5888.0,120,1,0
32854,N0001040003,1459.0,10458.0,120,1,0
62728,W0001628006,504.0,3468.0,120,0,2
13191,C0080804020,4517.0,1765.0,110,1,0
45307,S0002468005,6617.0,3347.0,150,1,0
40000,N0180557042,325.0,7490.0,110,0,1
7183,C0050854002,200.0,8505.0,110,0,2
72861,C0081265043,1313.0,2839.0,120,1,0
12923,C0080722052,3094.0,1141.0,115,1,0
47689,S0060374005,5806.0,2541.0,120,1,0
12410,C0080591014,5240.0,14705.0,115,0,3
485,C0010508028,16863.0,16863.0,115,1,0
59617,W0001291024,5957.0,4438.0,315,0,2
3369,C0040299012,6322.0,3580.0,150,1,0
22071,E0000934003,868.0,2262.0,110,1,0
47509,S0060346002,3313.0,3003.0,115,1,0
81269,C0011230052,1584.0,854.0,115,1,0
37957,N0002347040,8208.0,4016.0,110,1,0
24571,E0100110004,931.0,971.0,110,0,4
4322,C0040542013,3223.0,3545.0,110,1,0
42334,S0000500005,3004.0,2332.0,120,1,0
47618,S0060369010,1696.0,3587.0,110,1,0
76392,W0000147021,973.0,1751.0,211,1,0
12822,C0080694084,12736.0,4341.0,110,0,2
10477,C0070259006,562.0,3445.0,150,1,0
24252,E0002915011,522.0,1762.0,110,1,0
17724,E0000332012,841.0,2224.0,180,0,1
11125,C0070530018,12708.0,4812.0,110,0,3
13075,C0080762014,2993.0,7535.0,110,1,0
24173,E0002816021,7263.0,11407.0,120,0,2
58313,W0001119019,11809.0,4300.0,120,1,0
2492,C0020214004,6077.0,4777.0,110,1,0
5762,C0050341036,2915.0,2196.0,110,1,0
58791,W0001168029,695.0,1853.0,211,0,3
25079,E0110166022,5320.0,4168.0,110,1,0
14271,C0081221043,15092.0,8839.0,110,1,0
64914,W0190172023,3795.0,4214.0,115,1,0
41954,S0000399029,3129.0,1697.0,110,0,2
25476,E0120253004,6743.0,11307.0,115,0,3
14013,C0081028056,11239.0,5971.0,110,1,0
46839,S0060141022,1586.0,2368.0,120,1,0
73233,C0080757044,5301.0,1926.0,110,1,0
57258,W0001004007,422.0,1857.0,120,0,3
44298,S0001487015,1597.0,1147.0,120,1,0
12806,C0080694048,7785.0,4497.0,110,1,0
47089,S0060221017,5023.0,5023.0,120,1,0
75637,W0000736069,3439.0,2790.0,211,1,0
59829,W0001333013,1590.0,4833.0,120,0,2
55338,W0000814009,1871.0,3429.0,120,1,0
14562,C0090199030,1313.0,2344.0,110,0,3
49320,S0071629006,5629.0,4165.0,110,1,0
30843,N0000790029,2521.0,1921.0,110,0,3
56582,W0000935008,4930.0,3647.0,120,0,3
57789,W0001069022,814.0,2102.0,310,0,2
45057,S0002290003,557.0,429.0,115,1,0
39998,N0180557039,15785.0,8311.0,150,1,0
39438,N0170576021,2207.0,2283.0,120,1,0
22250,E0000951038,3341.0,1676.0,120,0,2
63286,W0001781021,942.0,1935.0,120,1,0
14597,C0090202044,4200.0,5025.0,115,0,3
82142,E0001098014B,,,396,0,4
6263,C0050547030,1668.0,703.0,115,1,0
44392,S0001587040,5394.0,2509.0,110,0,2
5611,C0050296034,2341.0,2436.0,110,1,0
2014,C0011266008,6581.0,3899.0,110,1,0
46816,S0060140015,722.0,1354.0,110,1,0
37272,N0001962011,12250.0,5551.0,120,1,0
51014,S0090418016,6854.0,8552.0,110,0,3
18874,E0000481025,385.0,2226.0,120,1,0
28205,N0000386058,2856.0,1752.0,120,0,2
18803,E0000478034,1474.0,1295.0,120,0,1
72511,C0050366040,1152.0,1713.0,120,1,0
22363,E0000962022,6258.0,2339.0,120,0,1
5031,C0040745048,4491.0,4491.0,110,0,3
5766,C0050341044,10426.0,5934.0,110,1,0
20429,E0000667034,5621.0,2987.0,110,1,0
36571,N0001738034,693.0,2961.0,115,1,0
22142,E0000940001,662.0,2584.0,110,0,2
77624,W0190306079,3172.0,3172.0,212,0,1
73421,C0010684007,5666.0,3041.0,120,1,0
15135,C0090526052,5429.0,2592.0,110,0,3
64867,W0190167030,5136.0,2761.0,110,0,3
11044,C0070440030,450.0,1151.0,110,0,2
14664,C0090253002,3599.0,1525.0,110,0,2
58523,W0001156005,1379.0,5551.0,120,0,2
57068,W0000992006,3503.0,4704.0,180,0,3
13540,C0080851036,8332.0,3805.0,115,1,0
55512,W0000830013,1081.0,1811.0,110,0,2
48721,S0071230028,1249.0,1016.0,110,0,3
64191,W0002026015,9177.0,3731.0,120,1,0
36833,N0001821001,9088.0,11618.0,120,0,2
55585,W0000837073,3118.0,4326.0,120,0,2
33948,N0001158018,240.0,9766.0,160,0,3
23137,E0001283020,1297.0,7093.0,110,1,0
30377,N0000707012,13686.0,13686.0,120,1,0
54626,W0000700010,724.0,724.0,110,0,2
39875,N0180502071,12420.0,5534.0,110,1,0
37355,N0002039010,1633.0,1429.0,115,1,0
12873,C0080712038,793.0,1023.0,110,0,2
30853,N0000790042,18736.0,18736.0,110,1,0
70165,C0070261108,2313.0,2389.0,120,1,0
58434,W0001126004,484.0,1151.0,120,1,0
67692,W0210151034,6875.0,14165.0,115,1,0
57335,W0001006043,408.0,3078.0,120,1,0
45012,S0002283002,277.0,2107.0,110,0,2
80660,C0060957068,1904.0,1227.0,120,0,3
9541,C0060727036,7473.0,3108.0,110,0,3
12860,C0080712012,1302.0,1480.0,150,1,0
3170,C0040165036,1872.0,2231.0,120,1,0
54508,W0000662036,9139.0,3997.0,161,0,3
25517,E0120265006,2643.0,1590.0,110,1,0
53832,W0000531016,5167.0,2779.0,120,1,0
61606,W0001510042,1484.0,1139.0,120,0,3
59311,W0001244026,7588.0,5271.0,161,0,2
34850,N0001311007,2592.0,5230.0,115,1,0
24451,E0100075026,851.0,2079.0,110,0,1
66117,W0200063024,604.0,3724.0,120,0,3
15620,C0090635006,2991.0,5324.0,110,1,0
543,C0010527002,501.0,1829.0,120,1,0
20699,E0000720009,1298.0,1648.0,110,0,2
46593,S0053304003,3557.0,2429.0,110,0,3
52132,W0000161045,1494.0,623.0,155,1,0
64976,W0190186003,2979.0,2215.0,115,1,0
23754,E0002024028,1633.0,635.0,150,1,0
22388,E0000964022,5096.0,3463.0,120,0,3
23165,E0001288032,2286.0,5513.0,120,1,0
43551,S0001016022,1884.0,3860.0,120,1,0
7707,C0050995016,3931.0,1623.0,110,0,3
56663,W0000937031,5035.0,1767.0,120,1,0
47463,S0060298012,2341.0,1806.0,120,1,0
10655,C0070314010,12404.0,6713.0,110,1,0
65049,W0190200040,4071.0,2026.0,115,0,2
25484,E0120257001,997.0,959.0,110,1,0
4171,C0040504003,914.0,917.0,110,0,4
10880,C0070382028,470.0,5382.0,110,1,0
30001,N0000658004,2713.0,4326.0,160,0,2
69460,W0220174013,1813.0,3908.0,120,1,0
79878,W0000164041,1246.0,659.0,212,1,0
69102,W0220085004,1719.0,1241.0,120,1,0
72573,S0000184001B,,,310,0,4
14337,C0090088006,6253.0,2356.0,115,0,2
76183,C0070553143,5047.0,5047.0,212,1,0
56063,W0000877014,15151.0,11942.0,110,1,0
61500,W0001506019,10172.0,10172.0,110,1,0
57173,W0000998030,491.0,3015.0,120,1,0
39305,N0170471022,2086.0,1244.0,110,1,0
25543,E0120276028,375.0,4676.0,110,0,3
46364,S0042906035,1817.0,1990.0,110,0,2
54036,W0000608001,11657.0,4382.0,171,1,0
19239,E0000528016,1873.0,3890.0,120,1,0
38591,N0160132011,8414.0,4246.0,110,1,0
66589,W0200114022,1445.0,7068.0,110,1,0
18901,E0000482028,533.0,577.0,120,1,0
6139,C0050508012,246.0,3689.0,110,0,2
3992,C0040462021,11826.0,5702.0,110,1,0
69134,W0220088004,1852.0,1178.0,115,1,0
48781,S0071234011,218.0,2726.0,110,0,3
78943,W0000016101,731.0,1313.0,212,0,4
9830,C0070127003,15815.0,11035.0,110,0,2
27620,N0000287001,4553.0,2138.0,120,1,0
14711,C0090278042,2383.0,1764.0,110,0,3
46779,S0060137035,1676.0,1804.0,115,1,0
24416,E0100071015,1761.0,3435.0,115,0,2
68019,W0210205007,228.0,2594.0,110,1,0
46992,S0060213017,17241.0,8624.0,115,1,0
59523,W0001283031,604.0,1804.0,161,1,0
74991,E0000001078,5873.0,5873.0,212,1,0
73126,E0000627055,2577.0,1118.0,120,1,0
63015,W0001704193,3348.0,1489.0,212,1,0
9387,C0060665018,955.0,2194.0,115,1,0
77837,W0000328030,561.0,2424.0,120,0,2
9348,C0060659016,768.0,11273.0,110,0,3
38575,N0160131019,12525.0,8566.0,110,1,0
17272,E0000254015,1613.0,2104.0,160,0,2
78713,S0000342010,2199.0,2199.0,315,0,4
6331,C0050585028,206.0,274.0,115,1,0
54668,W0000702014,,,110,1,0
8443,C0060370014,7736.0,4245.0,110,1,0
43515,S0001013004,268.0,4504.0,110,0,2
67869,W0210173005,6952.0,2989.0,110,1,0
50778,S0090225002,737.0,4027.0,110,0,2
64237,W0002029007,8383.0,6683.0,120,1,0
55174,W0000793025,2866.0,2220.0,120,1,0
38698,N0160157009,291.0,388.0,115,1,0
39131,N0170211023,12790.0,7467.0,115,1,0
54786,W0000729015,562.0,5127.0,120,1,0
16028,C0090866009,6534.0,3318.0,110,0,3
20916,E0000731002,935.0,976.0,161,1,0
63971,W0001959011,7017.0,4184.0,120,1,0
24814,E0100200015,5093.0,2673.0,110,0,1
42753,S0000642011,12021.0,6851.0,115,1,0
65015,W0190197020,9998.0,5229.0,110,0,2
44139,S0001363007,3546.0,2058.0,115,1,0
39397,N0170549015,5891.0,2936.0,115,1,0
80077,E0000517015,3067.0,3067.0,120,0,2
75035,E0000001122,2811.0,2902.0,212,1,0
64292,W0002032020,6848.0,2370.0,115,0,2
48530,S0071179012,5866.0,3418.0,110,0,3
79548,S0000053041,,,211,1,0
58706,W0001164010,3213.0,2237.0,130,1,0
75740,E0000385078,2139.0,2139.0,212,1,0
12186,C0080495032,7693.0,8445.0,110,1,0
78897,W0000016055,731.0,1313.0,212,0,4
53256,W0000453022,2237.0,1379.0,161,0,1
11307,C0080217020,1810.0,1396.0,110,1,0
8976,C0060528001,3787.0,2462.0,110,1,0
72618,W0000119056,5341.0,3400.0,211,1,0
45587,S0002606042,2250.0,2903.0,115,1,0
60708,W0001413017,365.0,3470.0,120,0,3
54125,W0000610021,3703.0,2671.0,130,1,0
17952,E0000376010,472.0,7565.0,120,0,2
2113,C0011348026,246.0,539.0,110,1,0
6067,C0050479016,7618.0,3630.0,115,1,0
69212,W0220105001,459.0,3141.0,120,1,0
4594,C0040576006,7077.0,5853.0,150,1,0
53048,W0000438059,1313.0,1772.0,120,0,3
1610,C0011095001,1183.0,1384.0,110,1,0
30841,N0000790027,6744.0,4705.0,110,1,0
11559,C0080333005,2674.0,5255.0,110,1,0
53063,W0000440009,3815.0,3232.0,161,0,2
39963,N0180532004,2594.0,3055.0,110,0,2
39353,N0170498053,9026.0,3890.0,115,1,0
100,C0010285036,1354.0,1048.0,120,1,0
42873,S0000695001,2888.0,1297.0,120,1,0
11804,C0080390026,1717.0,3605.0,110,0,1
31971,N0000968018,7904.0,6978.0,120,1,0
24981,E0110143010,12527.0,7868.0,115,1,0
10674,C0070315016,5912.0,6891.0,110,0,2
40606,S0000123010,4921.0,3421.0,160,0,2
72940,W0000292029,1024.0,1804.0,120,0,2
10631,C0070312003,4434.0,4830.0,110,1,0
44394,S0001587042,6499.0,4198.0,120,1,0
57230,W0001002014,3606.0,2677.0,120,1,0
60265,W0001368016,800.0,3513.0,315,0,3
9754,C0070066026,3969.0,2523.0,110,0,2
31527,N0000904008,9054.0,10022.0,160,0,3
61366,W0001476006,6703.0,3438.0,120,0,3
18787,E0000477027,4404.0,4380.0,120,1,0
69167,W0220094005,623.0,1998.0,115,1,0
41409,S0000287001,14793.0,9983.0,120,1,0
37457,N0002100030,1066.0,2972.0,120,0,3
78476,E0001575008,590.0,1836.0,120,1,0
50028,S0080747006,13407.0,5745.0,115,1,0
57413,W0001029003,5118.0,5118.0,120,0,2
29400,N0000588022,2019.0,2739.0,150,1,0
31762,N0000940038,5889.0,2834.0,120,1,0
16146,C0090922006,1430.0,1440.0,120,1,0
45754,S0002642041,23376.0,23376.0,120,1,0
57017,W0000988025,1641.0,2121.0,120,1,0
46132,S0002923108,1607.0,1498.0,212,1,0
65528,W0190263006,2460.0,1999.0,115,0,3
35398,N0001426002,996.0,3984.0,120,1,0
25372,E0120224056,10313.0,5677.0,110,1,0
18985,E0000514005,842.0,1945.0,110,0,1
43255,S0000860025,1631.0,6489.0,110,1,0
77168,E0000069121,1032.0,947.0,212,1,0
46494,S0043279089,1386.0,680.0,115,1,0
14781,C0090326032,3497.0,3267.0,120,0,2
58026,W0001082013,875.0,2117.0,120,1,0
12536,C0080610016,2473.0,985.0,110,1,0
45121,S0002316011,603.0,2481.0,110,1,0
24042,E0002504040,4320.0,8407.0,325,0,4
11106,C0070471036,6576.0,4001.0,115,0,3
4429,C0040544107,7570.0,3777.0,212,1,0
72576,S0000185001,,,310,0,4
13334,C0080829112,5749.0,7464.0,110,0,3
38430,N0160032028,20154.0,20154.0,120,1,0
35491,N0001436009,8596.0,7288.0,120,1,0
80788,E0000626030B,,,196,0,2
43789,S0001226028,3518.0,4561.0,110,1,0
56396,W0000900029,2746.0,3511.0,120,1,0
36424,N0001636012,337.0,319.0,120,1,0
3745,C0040410005,647.0,1024.0,115,0,3
57793,W0001069033,1430.0,3921.0,211,0,2
52282,W0000168043,4956.0,3332.0,120,0,1
42745,S0000642001,7427.0,2873.0,115,1,0
42866,S0000689020,15561.0,15561.0,110,1,0
42580,S0000584001,599.0,1711.0,120,0,4
78049,W0190278058,575.0,1596.0,211,1,0
53155,W0000442016,228.0,666.0,120,0,2
75630,N0002453041,1939.0,1868.0,210,1,0
4709,C0040634013,931.0,1639.0,110,1,0
16256,C0090971044,9761.0,4900.0,110,0,3
52085,W0000147014,6750.0,2894.0,335,0,2
37067,N0001900003,4070.0,3336.0,120,0,3
45608,S0002610021,1862.0,6825.0,115,0,3
21802,E0000878003,707.0,474.0,120,1,0
1539,C0011089010,456.0,925.0,150,1,0
30024,N0000660003,1402.0,6162.0,160,1,0
23855,E0002294005,1795.0,3670.0,110,0,2
54641,W0000701003,10150.0,7613.0,115,1,0
58680,W0001162029,1836.0,4265.0,160,0,1
48981,S0071377013,5411.0,3960.0,110,0,3
13289,C0080825068,5659.0,2436.0,150,1,0
43218,S0000804001,1080.0,9955.0,161,1,0
10065,C0070166154,389.0,4293.0,150,1,0
48894,S0071329048,675.0,675.0,110,0,2
42099,S0000455001,2580.0,2385.0,110,0,3
11742,C0080375030,4628.0,5201.0,110,0,3
418,C0010464010,841.0,1191.0,120,1,0
75815,W0000726043,4811.0,1851.0,120,1,0
19043,E0000517003,980.0,1931.0,120,0,3
61858,W0001517005,5926.0,2282.0,120,0,2
8426,C0060360024,4218.0,1772.0,110,1,0
38987,N0170178016,1121.0,783.0,161,0,1
54061,W0000608026,11494.0,4840.0,120,1,0
32348,N0000990013,3448.0,1496.0,120,1,0
34400,N0001235005,2499.0,5516.0,120,1,0
24914,E0110108002,914.0,3937.0,115,1,0
38725,N0160159013,296.0,894.0,110,1,0
62385,W0001602038,5622.0,3546.0,160,0,2
50830,S0090301009,1166.0,2147.0,110,0,3
5269,C0050170010,5954.0,3010.0,110,1,0
69586,W0220211006,2977.0,2693.0,110,1,0
36352,N0001624017,12835.0,4752.0,130,1,0
69312,W0220134004,3633.0,2276.0,120,1,0
12897,C0080714020,5569.0,2761.0,150,1,0
24362,E0100045008,4811.0,5225.0,115,1,0
46840,S0060141023,1260.0,1592.0,120,1,0
37495,N0002102016,1530.0,3274.0,150,1,0
30331,N0000704002,2537.0,5798.0,120,0,3
45056,S0002290002,996.0,1928.0,115,1,0
50779,S0090225004,1621.0,1883.0,110,1,0
39533,N0170630028,12840.0,7701.0,115,1,0
37470,N0002101009,1551.0,1071.0,120,0,4
12362,C0080580052,12222.0,22058.0,115,1,0
72785,C0011254097,690.0,2079.0,110,1,0
6612,C0050686030,8802.0,4091.0,110,0,3
81789,S0000056030,750.0,750.0,310,0,3
12368,C0080580082,2972.0,2623.0,110,0,3
47174,S0060243014,7849.0,3655.0,110,1,0
36402,N0001635011,463.0,1000.0,120,1,0
59783,W0001329005,337.0,745.0,120,1,0
70167,C0070261110,7353.0,7353.0,120,1,0
35822,N0001546024,8043.0,5792.0,115,1,0
67046,W0200186005,947.0,829.0,120,1,0
30760,N0000783019,646.0,1353.0,110,1,0
55270,W0000808034,868.0,2280.0,120,0,3
48737,S0071231018,1547.0,8061.0,110,0,3
30358,N0000706005,702.0,1482.0,115,1,0
82174,C0081053083,211.0,211.0,120,0,3
1754,C0011177012,9500.0,4044.0,150,1,0
18885,E0000482005,197.0,613.0,120,1,0
47204,S0060244018,196.0,2633.0,115,0,2
46385,S0042908015,9073.0,8136.0,115,1,0
26698,N0000078035,5702.0,2147.0,161,0,4
48545,S0071180004,1446.0,3078.0,110,0,4
39478,N0170603005,463.0,4163.0,115,0,2
1590,C0011092028,1878.0,2569.0,115,1,0
51511,W0000049002,3833.0,6304.0,335,0,2
36342,N0001624005,1457.0,3414.0,130,1,0
25393,E0120226019,5211.0,2240.0,115,0,3
69833,W0220298020,3017.0,2208.0,120,1,0
12962,C0080736010,4869.0,1951.0,110,0,3
76107,C0010491036,1296.0,2550.0,120,1,0
42077,S0000424020,2488.0,7841.0,110,0,2
37817,N0002339013,9424.0,6196.0,115,1,0
75222,C0050603114,5490.0,2810.0,120,0,1
62654,W0001619013,2088.0,2353.0,120,1,0
32251,N0000982011,823.0,1399.0,110,1,0
78023,W0000735060,392.0,1343.0,211,1,0
57703,W0001044012,4344.0,1907.0,120,1,0
6423,C0050615024,1394.0,878.0,110,1,0
60603,W0001409026,2272.0,1694.0,120,0,4
33023,N0001047027,589.0,364.0,110,1,0
78051,W0190278060,1459.0,781.0,211,1,0
13948,C0080995014,8457.0,9864.0,110,1,0
56557,W0000911034,8992.0,4783.0,120,1,0
59401,W0001280004,7148.0,2914.0,120,1,0
48096,S0070962043,6255.0,5801.0,110,0,2
5613,C0050296038,23709.0,23709.0,115,0,3
62085,W0001586004,4571.0,3545.0,115,1,0
81701,C0081265123,576.0,406.0,120,1,0
35170,N0001356026,2223.0,1304.0,160,0,2
10877,C0070382022,8718.0,3747.0,110,1,0
63291,W0001781026,1862.0,870.0,115,1,0
60596,W0001409016,837.0,714.0,120,1,0
49272,S0071583007,2807.0,2967.0,110,0,3
58765,W0001167028,3290.0,1979.0,120,1,0
11202,C0080137009,4491.0,1652.0,110,0,3
14470,C0090148040,1876.0,1370.0,115,0,3
1113,C0010891044,288.0,603.0,150,1,0
56645,W0000937013,5695.0,5695.0,120,0,3
10610,C0070310006,8456.0,3022.0,110,1,0
74628,W0000162036,5944.0,5944.0,212,1,0
6678,C0050691034,2941.0,1244.0,110,1,0
19104,E0000520004,6990.0,6990.0,120,1,0
64248,W0002030005,6961.0,6961.0,160,0,3
20153,E0000624026,2158.0,5477.0,110,1,0
67067,W0200186027,462.0,630.0,120,1,0
37860,N0002342027,4151.0,3699.0,120,1,0
66742,W0200133011,347.0,3571.0,120,1,0
79537,S0000053030,,,211,1,0
35902,N0001553029,5898.0,5898.0,110,0,2
13972,C0081020002,6906.0,11530.0,110,1,0
66627,W0200115037,228.0,983.0,110,0,3
3999,C0040462029,4111.0,1785.0,110,0,3
